tau,Phenol_75 PINN,cb,Phenyl Acetate_75 PINN,cd
2.089999999999999858e+00,1.053264439105987549e-01,2.991153895854949951e-01,5.070490017533302307e-02,5.593264847993850708e-02
2.100000000000000089e+00,1.051337420940399170e-01,2.989181578159332275e-01,5.089699476957321167e-02,5.612752586603164673e-02
2.109999999999999876e+00,1.049415767192840576e-01,2.987212538719177246e-01,5.108881741762161255e-02,5.632197111845016479e-02
2.120000000000000107e+00,1.047501415014266968e-01,2.985247969627380371e-01,5.128007009625434875e-02,5.651592835783958435e-02
2.129999999999999893e+00,1.045592576265335083e-01,2.983289062976837158e-01,5.147102475166320801e-02,5.670937150716781616e-02
2.140000000000000124e+00,1.043690890073776245e-01,2.981334030628204346e-01,5.166161432862281799e-02,5.690241605043411255e-02
2.149999999999999911e+00,1.041795387864112854e-01,2.979384064674377441e-01,5.185182392597198486e-02,5.709494650363922119e-02
2.160000000000000142e+00,1.039906442165374756e-01,2.977439463138580322e-01,5.204164236783981323e-02,5.728701502084732056e-02
2.169999999999999929e+00,1.038023158907890320e-01,2.975499331951141357e-01,5.223103240132331848e-02,5.747864395380020142e-02
2.180000000000000160e+00,1.036146655678749084e-01,2.973563373088836670e-01,5.241996794939041138e-02,5.766978859901428223e-02
2.189999999999999947e+00,1.034276038408279419e-01,2.971632480621337891e-01,5.260851979255676270e-02,5.786051601171493530e-02
2.200000000000000178e+00,1.032411381602287292e-01,2.969705164432525635e-01,5.279684811830520630e-02,5.805072188377380371e-02
2.209999999999999964e+00,1.030551791191101074e-01,2.967783808708190918e-01,5.298469215631484985e-02,5.824042484164237976e-02
2.220000000000000195e+00,1.028698310256004333e-01,2.965866327285766602e-01,5.317210033535957336e-02,5.842977017164230347e-02
2.229999999999999982e+00,1.026852577924728394e-01,2.963952720165252686e-01,5.335919559001922607e-02,5.861872062087059021e-02
2.240000000000000213e+00,1.025011539459228516e-01,2.962045669555664062e-01,5.354581028223037720e-02,5.880706384778022766e-02
2.250000000000000000e+00,1.023177057504653931e-01,2.960142195224761963e-01,5.373208969831466675e-02,5.899503082036972046e-02
2.260000000000000231e+00,1.021347343921661377e-01,2.958243489265441895e-01,5.391798913478851318e-02,5.918253585696220398e-02
2.270000000000000018e+00,1.019524410367012024e-01,2.956350147724151611e-01,5.410342663526535034e-02,5.936955288052558899e-02
2.280000000000000249e+00,1.017706394195556641e-01,2.954460382461547852e-01,5.428849160671234131e-02,5.955616384744644165e-02
2.290000000000000036e+00,1.015894114971160889e-01,2.952575385570526123e-01,5.447316169738769531e-02,5.974230170249938965e-02
