tau,Phenol_75 PINN,cb,Phenyl Acetate_75 PINN,cd
1.169999999999999929e+00,1.267387568950653076e-01,3.198059797286987305e-01,3.149913251399993896e-02,3.544243425130844116e-02
1.179999999999999938e+00,1.264527142047882080e-01,3.195653855800628662e-01,3.173490241169929504e-02,3.569586575031280518e-02
1.189999999999999947e+00,1.261676847934722900e-01,3.193254470825195312e-01,3.197013586759567261e-02,3.594847023487091064e-02
1.199999999999999956e+00,1.258838474750518799e-01,3.190863430500030518e-01,3.220513835549354553e-02,3.620035201311111450e-02
1.209999999999999964e+00,1.256007552146911621e-01,3.188478648662567139e-01,3.243987634778022766e-02,3.645145893096923828e-02
1.219999999999999973e+00,1.253190636634826660e-01,3.186099231243133545e-01,3.267411887645721436e-02,3.670175373554229736e-02
1.229999999999999982e+00,1.250380575656890869e-01,3.183726370334625244e-01,3.290832042694091797e-02,3.695115447044372559e-02
1.239999999999999991e+00,1.247583031654357910e-01,3.181360661983489990e-01,3.314213454723358154e-02,3.719996660947799683e-02
1.250000000000000000e+00,1.244795992970466614e-01,3.179000616073608398e-01,3.337560966610908508e-02,3.744795918464660645e-02
1.260000000000000009e+00,1.242017373442649841e-01,3.176645040512084961e-01,3.360883146524429321e-02,3.769516199827194214e-02
1.270000000000000018e+00,1.239251494407653809e-01,3.174296915531158447e-01,3.384166583418846130e-02,3.794156759977340698e-02
1.280000000000000027e+00,1.236496269702911377e-01,3.171953856945037842e-01,3.407428413629531860e-02,3.818724304437637329e-02
1.290000000000000036e+00,1.233749538660049438e-01,3.169616758823394775e-01,3.430657833814620972e-02,3.843209892511367798e-02
1.300000000000000044e+00,1.231015473604202271e-01,3.167286515235900879e-01,3.453851491212844849e-02,3.867632895708084106e-02
1.310000000000000053e+00,1.228290498256683350e-01,3.164959549903869629e-01,3.477011248469352722e-02,3.891960531473159790e-02
1.320000000000000062e+00,1.225573569536209106e-01,3.162637948989868164e-01,3.500146791338920593e-02,3.916211426258087158e-02
1.330000000000000071e+00,1.222870275378227234e-01,3.160322904586791992e-01,3.523246198892593384e-02,3.940389305353164673e-02
1.340000000000000080e+00,1.220177784562110901e-01,3.158013522624969482e-01,3.546299785375595093e-02,3.964497148990631104e-02
1.350000000000000089e+00,1.217495203018188477e-01,3.155708611011505127e-01,3.569331020116806030e-02,3.988533467054367065e-02
1.360000000000000098e+00,1.214822232723236084e-01,3.153408467769622803e-01,3.592332452535629272e-02,4.012475162744522095e-02
1.370000000000000107e+00,1.212160959839820862e-01,3.151113688945770264e-01,3.615290299057960510e-02,4.036364704370498657e-02
1.380000000000000115e+00,1.209510043263435364e-01,3.148822784423828125e-01,3.638207912445068359e-02,4.060154408216476440e-02
1.390000000000000124e+00,1.206870004534721375e-01,3.146539032459259033e-01,3.661105409264564514e-02,4.083883762359619141e-02
1.400000000000000133e+00,1.204237192869186401e-01,3.144257068634033203e-01,3.683952242136001587e-02,4.107533395290374756e-02
1.409999999999999920e+00,1.201619431376457214e-01,3.141982555389404297e-01,3.706770762801170349e-02,4.131102561950683594e-02
1.419999999999999929e+00,1.199008449912071228e-01,3.139711022377014160e-01,3.729546070098876953e-02,4.154595732688903809e-02
1.429999999999999938e+00,1.196410208940505981e-01,3.137444853782653809e-01,3.752298280596733093e-02,4.178021103143692017e-02
1.439999999999999947e+00,1.193822324275970459e-01,3.135183453559875488e-01,3.774988278746604919e-02,4.201365262269973755e-02
1.449999999999999956e+00,1.191245838999748230e-01,3.132925629615783691e-01,3.797655552625656128e-02,4.224640876054763794e-02
1.459999999999999964e+00,1.188676357269287109e-01,3.130672574043273926e-01,3.820277377963066101e-02,4.247840493917465210e-02
1.469999999999999973e+00,1.186120808124542236e-01,3.128425180912017822e-01,3.842864185571670532e-02,4.270967841148376465e-02
1.479999999999999982e+00,1.183572933077812195e-01,3.126180171966552734e-01,3.865396603941917419e-02,4.294011741876602173e-02
1.489999999999999991e+00,1.181037202477455139e-01,3.123940527439117432e-01,3.887910768389701843e-02,4.316990822553634644e-02
1.500000000000000000e+00,1.178512424230575562e-01,3.121705651283264160e-01,3.910379856824874878e-02,4.339897632598876953e-02
1.510000000000000009e+00,1.175996214151382446e-01,3.119473755359649658e-01,3.932808339595794678e-02,4.362719506025314331e-02
1.520000000000000018e+00,1.173492148518562317e-01,3.117248415946960449e-01,3.955182060599327087e-02,4.385481774806976318e-02
1.530000000000000027e+00,1.170997396111488342e-01,3.115022778511047363e-01,3.977524116635322571e-02,4.408160597085952759e-02
1.540000000000000036e+00,1.168513596057891846e-01,3.112805187702178955e-01,3.999818488955497742e-02,4.430764913558959961e-02
1.550000000000000044e+00,1.166040003299713135e-01,3.110591173171997070e-01,4.022075980901718140e-02,4.453309625387191772e-02
1.560000000000000053e+00,1.163576543331146240e-01,3.108381330966949463e-01,4.044291004538536072e-02,4.475776851177215576e-02
1.570000000000000062e+00,1.161123290657997131e-01,3.106174468994140625e-01,4.066462814807891846e-02,4.498171806335449219e-02
1.580000000000000071e+00,1.158679127693176270e-01,3.103970885276794434e-01,4.088595882058143616e-02,4.520491510629653931e-02
1.590000000000000080e+00,1.156247928738594055e-01,3.101773560047149658e-01,4.110662266612052917e-02,4.542743414640426636e-02
1.600000000000000089e+00,1.153826117515563965e-01,3.099579513072967529e-01,4.132691770792007446e-02,4.564926028251647949e-02
1.610000000000000098e+00,1.151412501931190491e-01,3.097388148307800293e-01,4.154689610004425049e-02,4.587031155824661255e-02
1.620000000000000107e+00,1.149011328816413879e-01,3.095201849937438965e-01,4.176628589630126953e-02,4.609072953462600708e-02
1.630000000000000115e+00,1.146619990468025208e-01,3.093019425868988037e-01,4.198521003127098083e-02,4.631038755178451538e-02
1.640000000000000124e+00,1.144237741827964783e-01,3.090839684009552002e-01,4.220386222004890442e-02,4.652945697307586670e-02
1.650000000000000133e+00,1.141865551471710205e-01,3.088666200637817383e-01,4.242183268070220947e-02,4.674770683050155640e-02
1.660000000000000142e+00,1.139503791928291321e-01,3.086493909358978271e-01,4.263953119516372681e-02,4.696534574031829834e-02
1.669999999999999929e+00,1.137152388691902161e-01,3.084326386451721191e-01,4.285657778382301331e-02,4.718229174613952637e-02
1.679999999999999938e+00,1.134811565279960632e-01,3.082164227962493896e-01,4.307323321700096130e-02,4.739858210086822510e-02
1.689999999999999947e+00,1.132480129599571228e-01,3.080004453659057617e-01,4.328944534063339233e-02,4.761406779289245605e-02
1.699999999999999956e+00,1.130158454179763794e-01,3.077849447727203369e-01,4.350525513291358948e-02,4.782906174659729004e-02
1.709999999999999964e+00,1.127847507596015930e-01,3.075697422027587891e-01,4.372038319706916809e-02,4.804325103759765625e-02
1.719999999999999973e+00,1.125545054674148560e-01,3.073550164699554443e-01,4.393510520458221436e-02,4.825676977634429932e-02
1.729999999999999982e+00,1.123254746198654175e-01,3.071405589580535889e-01,4.414927959442138672e-02,4.846961796283721924e-02
1.739999999999999991e+00,1.120971366763114929e-01,3.069264888763427734e-01,4.436304420232772827e-02,4.868188500404357910e-02
1.750000000000000000e+00,1.118696779012680054e-01,3.067127466201782227e-01,4.457639902830123901e-02,4.889333248138427734e-02
1.760000000000000009e+00,1.116436347365379333e-01,3.064996302127838135e-01,4.478904232382774353e-02,4.910434782505035400e-02
1.770000000000000018e+00,1.114182397723197937e-01,3.062866330146789551e-01,4.500131681561470032e-02,4.931455850601196289e-02
1.780000000000000027e+00,1.111939400434494019e-01,3.060741126537322998e-01,4.521315172314643860e-02,4.952414333820343018e-02
1.790000000000000036e+00,1.109707206487655640e-01,3.058620989322662354e-01,4.542436078190803528e-02,4.973313212394714355e-02
1.800000000000000044e+00,1.107481867074966431e-01,3.056502044200897217e-01,4.563513398170471191e-02,4.994142055511474609e-02
1.810000000000000053e+00,1.105267032980918884e-01,3.054389655590057373e-01,4.584534466266632080e-02,5.014908313751220703e-02
1.820000000000000062e+00,1.103063523769378662e-01,3.052279651165008545e-01,4.605519771575927734e-02,5.035629868507385254e-02
1.830000000000000071e+00,1.100866347551345825e-01,3.050172924995422363e-01,4.626442119479179382e-02,5.056256055831909180e-02
1.840000000000000080e+00,1.098680496215820312e-01,3.048070371150970459e-01,4.647322371602058411e-02,5.076837539672851562e-02
1.850000000000000089e+00,1.096503585577011108e-01,3.045973777770996094e-01,4.668127372860908508e-02,5.097353458404541016e-02
1.860000000000000098e+00,1.094336733222007751e-01,3.043878078460693359e-01,4.688908159732818604e-02,5.117811262607574463e-02
1.870000000000000107e+00,1.092177629470825195e-01,3.041787147521972656e-01,4.709629714488983154e-02,5.138207972049713135e-02
1.880000000000000115e+00,1.090030521154403687e-01,3.039702177047729492e-01,4.730280488729476929e-02,5.158545076847076416e-02
1.890000000000000124e+00,1.087889224290847778e-01,3.037617504596710205e-01,4.750910773873329163e-02,5.178815126419067383e-02
1.900000000000000133e+00,1.085757389664649963e-01,3.035539090633392334e-01,4.771471396088600159e-02,5.199021100997924805e-02
1.910000000000000142e+00,1.083635240793228149e-01,3.033463060855865479e-01,4.791980609297752380e-02,5.219170451164245605e-02
1.919999999999999929e+00,1.081524118781089783e-01,3.031392097473144531e-01,4.812439531087875366e-02,5.239267647266387939e-02
1.929999999999999938e+00,1.079419031739234924e-01,3.029323518276214600e-01,4.832854866981506348e-02,5.259296298027038574e-02
1.939999999999999947e+00,1.077326089143753052e-01,3.027261793613433838e-01,4.853191599249839783e-02,5.279277265071868896e-02
1.949999999999999956e+00,1.075239181518554688e-01,3.025200664997100830e-01,4.873508587479591370e-02,5.299186706542968750e-02
1.959999999999999964e+00,1.073163375258445740e-01,3.023146986961364746e-01,4.893760010600090027e-02,5.319057404994964600e-02
1.969999999999999973e+00,1.071094498038291931e-01,3.021092414855957031e-01,4.913957789540290833e-02,5.338843166828155518e-02
1.979999999999999982e+00,1.069034487009048462e-01,3.019045889377593994e-01,4.934101179242134094e-02,5.358582735061645508e-02
1.989999999999999991e+00,1.066983118653297424e-01,3.017001748085021973e-01,4.954195022583007812e-02,5.378268659114837646e-02
2.000000000000000000e+00,1.064941063523292542e-01,3.014961779117584229e-01,4.974227771162986755e-02,5.397902429103851318e-02
2.010000000000000231e+00,1.062908023595809937e-01,3.012927174568176270e-01,4.994222894310951233e-02,5.417482554912567139e-02
2.020000000000000018e+00,1.060881465673446655e-01,3.010892868041992188e-01,5.014157667756080627e-02,5.436989665031433105e-02
2.030000000000000249e+00,1.058864220976829529e-01,3.008864820003509521e-01,5.034045875072479248e-02,5.456455051898956299e-02
2.040000000000000036e+00,1.056858226656913757e-01,3.006842434406280518e-01,5.053851753473281860e-02,5.475865304470062256e-02
2.049999999999999822e+00,1.054857000708580017e-01,3.004820048809051514e-01,5.073643103241920471e-02,5.495208501815795898e-02
2.060000000000000053e+00,1.052865684032440186e-01,3.002805709838867188e-01,5.093358457088470459e-02,5.514504015445709229e-02
2.069999999999999840e+00,1.050882861018180847e-01,3.000794053077697754e-01,5.113035440444946289e-02,5.533754825592041016e-02
2.080000000000000071e+00,1.048907861113548279e-01,2.998785972595214844e-01,5.132650956511497498e-02,5.552946031093597412e-02
2.089999999999999858e+00,1.046941429376602173e-01,2.996782958507537842e-01,5.152209848165512085e-02,5.572094023227691650e-02
2.100000000000000089e+00,1.044981628656387329e-01,2.994782626628875732e-01,5.171729996800422668e-02,5.591166019439697266e-02
2.109999999999999876e+00,1.043030619621276855e-01,2.992785871028900146e-01,5.191191658377647400e-02,5.610205233097076416e-02
2.120000000000000107e+00,1.041087433695793152e-01,2.990794777870178223e-01,5.210607498884201050e-02,5.629186332225799561e-02
2.129999999999999893e+00,1.039151698350906372e-01,2.988807260990142822e-01,5.229961127042770386e-02,5.648113787174224854e-02
2.140000000000000124e+00,1.037225723266601562e-01,2.986824512481689453e-01,5.249251425266265869e-02,5.666989088058471680e-02
2.149999999999999911e+00,1.035304889082908630e-01,2.984845042228698730e-01,5.268508940935134888e-02,5.685812234878540039e-02
2.160000000000000142e+00,1.033393815159797668e-01,2.982870042324066162e-01,5.287706479430198669e-02,5.704587697982788086e-02
2.169999999999999929e+00,1.031489595770835876e-01,2.980898022651672363e-01,5.306842923164367676e-02,5.723309516906738281e-02
2.180000000000000160e+00,1.029594987630844116e-01,2.978931367397308350e-01,5.325946584343910217e-02,5.741986632347106934e-02
2.189999999999999947e+00,1.027705818414688110e-01,2.976969480514526367e-01,5.344990640878677368e-02,5.760616064071655273e-02
2.200000000000000178e+00,1.025822758674621582e-01,2.975010275840759277e-01,5.363981053233146667e-02,5.779190361499786377e-02
2.209999999999999964e+00,1.023951545357704163e-01,2.973056435585021973e-01,5.382911115884780884e-02,5.797715485095977783e-02
2.220000000000000195e+00,1.022084876894950867e-01,2.971107065677642822e-01,5.401786789298057556e-02,5.816195905208587646e-02
2.229999999999999982e+00,1.020226329565048218e-01,2.969161272048950195e-01,5.420637130737304688e-02,5.834637582302093506e-02
2.240000000000000213e+00,1.018374413251876831e-01,2.967219650745391846e-01,5.439420789480209351e-02,5.853015184402465820e-02
2.250000000000000000e+00,1.016529649496078491e-01,2.965282201766967773e-01,5.458142608404159546e-02,5.871352553367614746e-02
2.260000000000000231e+00,1.014693900942802429e-01,2.963349819183349609e-01,5.476815626025199890e-02,5.889646708965301514e-02
2.270000000000000018e+00,1.012863516807556152e-01,2.961421012878417969e-01,5.495442822575569153e-02,5.907885730266571045e-02
2.280000000000000249e+00,1.011039391160011292e-01,2.959496378898620605e-01,5.514015629887580872e-02,5.926077067852020264e-02
2.290000000000000036e+00,1.009222343564033508e-01,2.957575619220733643e-01,5.532557889819145203e-02,5.944220721721649170e-02
2.300000000000000266e+00,1.007415577769279480e-01,2.955659627914428711e-01,5.551024898886680603e-02,5.962327122688293457e-02
