time,CA_130 PINN,CB,CC_130 PINN,CD_130 PINN
3.500000000000000333e-01,4.887051284313201904e-01,1.490903377532958984e+00,9.606296196579933167e-03,-3.931410610675811768e-04
3.599999999999999867e-01,4.885264337062835693e-01,1.491004228591918945e+00,9.764978662133216858e-03,-3.533251583576202393e-04
3.699999999999999956e-01,4.877765178680419922e-01,1.489855766296386719e+00,9.704535827040672302e-03,-3.408230841159820557e-04
3.800000000000000044e-01,4.876773655414581299e-01,1.490164995193481445e+00,1.013016887009143829e-02,-2.023018896579742432e-04
3.900000000000000133e-01,4.871889352798461914e-01,1.489462137222290039e+00,1.058893091976642609e-02,-5.947388708591461182e-04
4.000000000000000222e-01,4.870230555534362793e-01,1.489479303359985352e+00,1.048901118338108063e-02,-5.063451826572418213e-04
4.100000000000000311e-01,4.864823520183563232e-01,1.488607883453369141e+00,1.094398833811283112e-02,-3.857351839542388916e-04
4.199999999999999845e-01,4.862375259399414062e-01,1.488686800003051758e+00,1.092375628650188446e-02,-4.288144409656524658e-04
4.299999999999999933e-01,4.861269295215606689e-01,1.488297939300537109e+00,1.163402386009693146e-02,-5.577094852924346924e-04
4.400000000000000022e-01,4.856632351875305176e-01,1.487799167633056641e+00,1.174679957330226898e-02,-3.961510956287384033e-04
4.500000000000000111e-01,4.853655099868774414e-01,1.488296270370483398e+00,1.175616122782230377e-02,-2.115555107593536377e-04
4.600000000000000200e-01,4.851737320423126221e-01,1.488016843795776367e+00,1.214781217277050018e-02,-3.487356007099151611e-04
4.700000000000000289e-01,4.848553240299224854e-01,1.487867832183837891e+00,1.250732131302356720e-02,-4.629082977771759033e-04
4.799999999999999822e-01,4.845177233219146729e-01,1.487123250961303711e+00,1.286830566823482513e-02,-2.487488090991973877e-04
4.899999999999999911e-01,4.842427670955657959e-01,1.487041234970092773e+00,1.289556734263896942e-02,-3.432966768741607666e-04
5.000000000000000000e-01,4.838921725749969482e-01,1.486569166183471680e+00,1.353612355887889862e-02,-4.309751093387603760e-04
5.100000000000000089e-01,4.834787845611572266e-01,1.486101150512695312e+00,1.357112638652324677e-02,-2.000071108341217041e-04
5.200000000000000178e-01,4.832466244697570801e-01,1.485903501510620117e+00,1.390650309622287750e-02,-3.413297235965728760e-04
5.300000000000000266e-01,4.829430580139160156e-01,1.485940217971801758e+00,1.411228813230991364e-02,-3.339387476444244385e-04
5.400000000000000355e-01,4.825960099697113037e-01,1.485539913177490234e+00,1.451470516622066498e-02,-4.639960825443267822e-04
5.500000000000000444e-01,4.821121394634246826e-01,1.485249757766723633e+00,1.453279145061969757e-02,-2.627857029438018799e-04
5.600000000000000533e-01,4.819659292697906494e-01,1.484999179840087891e+00,1.478547416627407074e-02,-3.217943012714385986e-04
5.700000000000000622e-01,4.817783534526824951e-01,1.484719038009643555e+00,1.510391570627689362e-02,-4.047788679599761963e-04
5.799999999999999600e-01,4.813713431358337402e-01,1.484487771987915039e+00,1.545687206089496613e-02,-4.887767136096954346e-04
5.899999999999999689e-01,4.809169173240661621e-01,1.483936786651611328e+00,1.550413481891155243e-02,-2.958662807941436768e-04
5.999999999999999778e-01,4.806806743144989014e-01,1.483843564987182617e+00,1.592968590557575226e-02,-4.401095211505889893e-04
6.099999999999999867e-01,4.804676175117492676e-01,1.483743906021118164e+00,1.600903831422328949e-02,-4.445798695087432861e-04
6.199999999999999956e-01,4.798710048198699951e-01,1.483365297317504883e+00,1.613697223365306854e-02,-2.474822103977203369e-04
6.300000000000000044e-01,4.797644317150115967e-01,1.483137607574462891e+00,1.635661534965038300e-02,-3.253109753131866455e-04
6.400000000000000133e-01,4.795393645763397217e-01,1.482630491256713867e+00,1.684467308223247528e-02,-4.165060818195343018e-04
6.500000000000000222e-01,4.789765477180480957e-01,1.482274532318115234e+00,1.708220131695270538e-02,-2.682097256183624268e-04
6.600000000000000311e-01,4.787376224994659424e-01,1.481891393661499023e+00,1.735948957502841949e-02,-2.980120480060577393e-04
6.700000000000000400e-01,4.784892499446868896e-01,1.482175827026367188e+00,1.712795905768871307e-02,-3.051646053791046143e-04
6.800000000000000488e-01,4.783260822296142578e-01,1.481754541397094727e+00,1.795505173504352570e-02,-5.069859325885772705e-04
6.900000000000000577e-01,4.777723550796508789e-01,1.481160640716552734e+00,1.795362867414951324e-02,-2.484060823917388916e-04
7.000000000000000666e-01,4.774907827377319336e-01,1.481135129928588867e+00,1.815808378159999847e-02,-3.224797546863555908e-04
7.099999999999999645e-01,4.772008657455444336e-01,1.480881929397583008e+00,1.850268431007862091e-02,-4.308409988880157471e-04
7.199999999999999734e-01,4.769704043865203857e-01,1.480663299560546875e+00,1.864357851445674896e-02,-4.088021814823150635e-04
7.299999999999999822e-01,4.765225648880004883e-01,1.480195760726928711e+00,1.881925575435161591e-02,-2.649314701557159424e-04
7.399999999999999911e-01,4.763005375862121582e-01,1.479676485061645508e+00,1.939969323575496674e-02,-3.999061882495880127e-04
7.500000000000000000e-01,4.759410917758941650e-01,1.479924917221069336e+00,1.940630562603473663e-02,-4.092045128345489502e-04
7.600000000000000089e-01,4.755417406558990479e-01,1.479482412338256836e+00,1.953686587512493134e-02,-2.387352287769317627e-04
7.700000000000000178e-01,4.752962887287139893e-01,1.479114532470703125e+00,2.012013457715511322e-02,-4.181005060672760010e-04
7.800000000000000266e-01,4.750683605670928955e-01,1.478744029998779297e+00,2.041131816804409027e-02,-4.691965878009796143e-04
7.900000000000000355e-01,4.746670722961425781e-01,1.478341817855834961e+00,2.025109715759754181e-02,-2.304501831531524658e-04
8.000000000000000444e-01,4.741884768009185791e-01,1.478108644485473633e+00,2.065115235745906830e-02,-3.272779285907745361e-04
8.100000000000000533e-01,4.741584956645965576e-01,1.478439569473266602e+00,2.123727090656757355e-02,-3.151632845401763916e-04
8.200000000000000622e-01,4.737713932991027832e-01,1.477890253067016602e+00,2.117414586246013641e-02,-4.597641527652740479e-04
8.300000000000000711e-01,4.732702076435089111e-01,1.477394342422485352e+00,2.122465707361698151e-02,-2.709068357944488525e-04
8.399999999999999689e-01,4.732562005519866943e-01,1.477702617645263672e+00,2.165602333843708038e-02,-1.884438097476959229e-04
8.499999999999999778e-01,4.727144539356231689e-01,1.476614952087402344e+00,2.175588347017765045e-02,-1.318790018558502197e-04
8.599999999999999867e-01,4.725601971149444580e-01,1.476666927337646484e+00,2.246827818453311920e-02,-1.957155764102935791e-04
8.699999999999999956e-01,4.721221327781677246e-01,1.476593732833862305e+00,2.270572446286678314e-02,-1.966394484043121338e-04
8.800000000000000044e-01,4.718933701515197754e-01,1.476378917694091797e+00,2.294965274631977081e-02,-3.239102661609649658e-04
8.900000000000000133e-01,4.716119170188903809e-01,1.475922346115112305e+00,2.293607033789157867e-02,-1.189596951007843018e-04
9.000000000000000222e-01,4.712513983249664307e-01,1.475815296173095703e+00,2.314927242696285248e-02,-1.800544559955596924e-04
9.100000000000000311e-01,4.708167612552642822e-01,1.475788116455078125e+00,2.344406209886074066e-02,-1.953579485416412354e-04
9.200000000000000400e-01,4.706691503524780273e-01,1.475705146789550781e+00,2.372583188116550446e-02,-3.334917128086090088e-04
9.300000000000000488e-01,4.702882468700408936e-01,1.474974632263183594e+00,2.411832474172115326e-02,-1.766718924045562744e-04
9.400000000000000577e-01,4.700261056423187256e-01,1.474648237228393555e+00,2.436785586178302765e-02,-2.819038927555084229e-04
9.500000000000000666e-01,4.694371223449707031e-01,1.474263191223144531e+00,2.428217045962810516e-02,-7.118657231330871582e-05
9.599999999999999645e-01,4.693149924278259277e-01,1.474052906036376953e+00,2.462528459727764130e-02,-1.724250614643096924e-04
9.699999999999999734e-01,4.689559638500213623e-01,1.473997592926025391e+00,2.485773526132106781e-02,-1.687891781330108643e-04
9.799999999999999822e-01,4.687956273555755615e-01,1.473556041717529297e+00,2.545896731317043304e-02,-2.935715019702911377e-04
9.899999999999999911e-01,4.682845771312713623e-01,1.473061561584472656e+00,2.550247497856616974e-02,-1.105852425098419189e-04
1.000000000000000000e+00,4.681825339794158936e-01,1.473047018051147461e+00,2.576126344501972198e-02,-2.553798258304595947e-04
1.010000000000000009e+00,4.676682949066162109e-01,1.472685575485229492e+00,2.599522657692432404e-02,-2.677477896213531494e-04
1.020000000000000018e+00,4.674431085586547852e-01,1.472522497177124023e+00,2.644228748977184296e-02,-4.051215946674346924e-04
1.030000000000000027e+00,4.670830965042114258e-01,1.471901655197143555e+00,2.650390751659870148e-02,-1.384206116199493408e-04
1.040000000000000036e+00,4.667738080024719238e-01,1.472005605697631836e+00,2.651337347924709320e-02,-2.579279243946075439e-04
1.050000000000000044e+00,4.666499197483062744e-01,1.472259998321533203e+00,2.715540118515491486e-02,-2.532936632633209229e-04
1.060000000000000053e+00,4.662696719169616699e-01,1.471508979797363281e+00,2.747008018195629120e-02,-8.571520447731018066e-05
1.070000000000000062e+00,4.658642411231994629e-01,1.471439599990844727e+00,2.777352370321750641e-02,-1.753456890583038330e-04
1.080000000000000071e+00,4.655760228633880615e-01,1.471380233764648438e+00,2.793520875275135040e-02,-2.017803490161895752e-04
1.090000000000000080e+00,4.651745557785034180e-01,1.470709323883056641e+00,2.783210761845111847e-02,6.572529673576354980e-05
1.100000000000000089e+00,4.649509787559509277e-01,1.470354795455932617e+00,2.849205769598484039e-02,-1.015998423099517822e-04
1.110000000000000098e+00,4.642708897590637207e-01,1.469528913497924805e+00,2.819931693375110626e-02,7.506459951400756836e-06
1.120000000000000107e+00,4.640816748142242432e-01,1.469748020172119141e+00,2.885575033724308014e-02,-7.200986146926879883e-06
1.130000000000000115e+00,4.639819264411926270e-01,1.469573259353637695e+00,2.894655428826808929e-02,-1.042969524860382080e-04
1.140000000000000124e+00,4.635856151580810547e-01,1.469387531280517578e+00,2.941117994487285614e-02,-2.233721315860748291e-04
1.150000000000000133e+00,4.633485078811645508e-01,1.469052553176879883e+00,2.923340536653995514e-02,6.334111094474792480e-05
1.159999999999999920e+00,4.630351364612579346e-01,1.468585729598999023e+00,2.956020273268222809e-02,8.196756243705749512e-05
1.169999999999999929e+00,4.627428054809570312e-01,1.468503236770629883e+00,2.991483919322490692e-02,-6.597116589546203613e-05
1.179999999999999938e+00,4.623827338218688965e-01,1.468559980392456055e+00,3.028238750994205475e-02,-1.714862883090972900e-04
1.189999999999999947e+00,4.619289934635162354e-01,1.467988491058349609e+00,3.025186620652675629e-02,3.219768404960632324e-05
1.199999999999999956e+00,4.616709947586059570e-01,1.467676639556884766e+00,3.063887543976306915e-02,-8.476153016090393066e-05
1.209999999999999964e+00,4.614080488681793213e-01,1.467043161392211914e+00,3.090248443186283112e-02,5.970522761344909668e-05
1.219999999999999973e+00,4.611729383468627930e-01,1.467596054077148438e+00,3.177703171968460083e-02,-2.086646854877471924e-04
1.229999999999999982e+00,4.605287313461303711e-01,1.466871976852416992e+00,3.132089972496032715e-02,-2.450123429298400879e-05
1.239999999999999991e+00,4.600850641727447510e-01,1.466765403747558594e+00,3.184361010789871216e-02,1.536868512630462646e-04
1.250000000000000000e+00,4.600090682506561279e-01,1.466831445693969727e+00,3.245945274829864502e-02,-2.689100801944732666e-04
1.260000000000000009e+00,4.596425592899322510e-01,1.465982198715209961e+00,3.258347511291503906e-02,-3.768876194953918457e-05
1.270000000000000018e+00,4.595966935157775879e-01,1.465821743011474609e+00,3.276663273572921753e-02,-1.249648630619049072e-04
1.280000000000000027e+00,4.588936269283294678e-01,1.465647697448730469e+00,3.266975283622741699e-02,1.646243035793304443e-04
1.290000000000000036e+00,4.588415026664733887e-01,1.465437412261962891e+00,3.303210437297821045e-02,1.012906432151794434e-05
1.300000000000000044e+00,4.585283100605010986e-01,1.465139627456665039e+00,3.319630026817321777e-02,-3.281608223915100098e-05
1.310000000000000053e+00,4.582526683807373047e-01,1.465770006179809570e+00,3.374128043651580811e-02,4.468485713005065918e-05
1.320000000000000062e+00,4.577738940715789795e-01,1.464509248733520508e+00,3.365258127450942993e-02,1.445971429347991943e-04
1.330000000000000071e+00,4.574064612388610840e-01,1.464841842651367188e+00,3.439474105834960938e-02,1.035444438457489014e-04
1.340000000000000080e+00,4.570981264114379883e-01,1.464098453521728516e+00,3.434900194406509399e-02,-1.429505646228790283e-04
1.350000000000000089e+00,4.567626118659973145e-01,1.463386297225952148e+00,3.462193906307220459e-02,2.114102244377136230e-05
1.360000000000000098e+00,4.566922783851623535e-01,1.464611291885375977e+00,3.513929992914199829e-02,-2.046413719654083252e-04
1.370000000000000107e+00,4.563220143318176270e-01,1.463658094406127930e+00,3.524104505777359009e-02,1.155957579612731934e-05
1.380000000000000115e+00,4.556697010993957520e-01,1.462730169296264648e+00,3.502915054559707642e-02,5.259737372398376465e-05
1.390000000000000124e+00,4.553980231285095215e-01,1.462306261062622070e+00,3.555228561162948608e-02,-2.171471714973449707e-05
1.400000000000000133e+00,4.553027749061584473e-01,1.462685346603393555e+00,3.600633144378662109e-02,4.478916525840759277e-05
1.409999999999999920e+00,4.549043774604797363e-01,1.462686300277709961e+00,3.637070953845977783e-02,-5.127862095832824707e-05
1.419999999999999929e+00,4.547560811042785645e-01,1.462418079376220703e+00,3.656649589538574219e-02,-1.612938940525054932e-04
1.429999999999999938e+00,4.542212486267089844e-01,1.462032556533813477e+00,3.652665764093399048e-02,2.307817339897155762e-05
1.439999999999999947e+00,4.539379179477691650e-01,1.461465358734130859e+00,3.731126338243484497e-02,-1.403726637363433838e-04
1.449999999999999956e+00,4.538650810718536377e-01,1.461536169052124023e+00,3.714399039745330811e-02,-9.982660412788391113e-05
1.459999999999999964e+00,4.534011483192443848e-01,1.461129426956176758e+00,3.718408197164535522e-02,1.048408448696136475e-04
1.469999999999999973e+00,4.530786275863647461e-01,1.461430788040161133e+00,3.784328699111938477e-02,3.382191061973571777e-05
1.479999999999999982e+00,4.527805447578430176e-01,1.461218833923339844e+00,3.802306205034255981e-02,2.698227763175964355e-05
1.489999999999999991e+00,4.525304436683654785e-01,1.460427284240722656e+00,3.804605454206466675e-02,2.799741923809051514e-04
1.500000000000000000e+00,4.521384239196777344e-01,1.460334539413452148e+00,3.854507952928543091e-02,3.024563193321228027e-05
1.510000000000000009e+00,4.519425928592681885e-01,1.460346937179565430e+00,3.854474425315856934e-02,7.029995322227478027e-05
1.520000000000000018e+00,4.512294530868530273e-01,1.459907770156860352e+00,3.900236636400222778e-02,1.166425645351409912e-04
1.530000000000000027e+00,4.512119889259338379e-01,1.459538459777832031e+00,3.910654783248901367e-02,1.575015485286712646e-04
1.540000000000000036e+00,4.506478607654571533e-01,1.459427833557128906e+00,3.959831595420837402e-02,1.628324389457702637e-05
1.550000000000000044e+00,4.505084455013275146e-01,1.459560394287109375e+00,4.014586657285690308e-02,-2.795830368995666504e-05
1.560000000000000053e+00,4.502969682216644287e-01,1.458454370498657227e+00,3.994913399219512939e-02,1.534335315227508545e-04
1.570000000000000062e+00,4.498663246631622314e-01,1.459061145782470703e+00,4.010789841413497925e-02,1.892410218715667725e-04
1.580000000000000071e+00,4.493169784545898438e-01,1.457846403121948242e+00,4.024534672498703003e-02,1.604668796062469482e-04
1.590000000000000080e+00,4.494114816188812256e-01,1.458543300628662109e+00,4.088716208934783936e-02,-6.717815995216369629e-05
1.600000000000000089e+00,4.489041864871978760e-01,1.457641363143920898e+00,4.140567779541015625e-02,6.535276770591735840e-05
1.610000000000000098e+00,4.486809372901916504e-01,1.457728385925292969e+00,4.144171625375747681e-02,7.852539420127868652e-05
1.620000000000000107e+00,4.481442272663116455e-01,1.456941366195678711e+00,4.167854785919189453e-02,1.537464559078216553e-04
1.630000000000000115e+00,4.477140903472900391e-01,1.457245111465454102e+00,4.170622676610946655e-02,1.974962651729583740e-04
1.640000000000000124e+00,4.477004110813140869e-01,1.457109928131103516e+00,4.186545312404632568e-02,4.972144961357116699e-05
1.650000000000000133e+00,4.475918412208557129e-01,1.457419633865356445e+00,4.226583242416381836e-02,1.201592385768890381e-04
1.660000000000000142e+00,4.470334351062774658e-01,1.456984519958496094e+00,4.309126734733581543e-02,-7.070973515510559082e-05
1.669999999999999929e+00,4.466663599014282227e-01,1.456420421600341797e+00,4.300738871097564697e-02,8.450075984001159668e-05
1.679999999999999938e+00,4.465553164482116699e-01,1.455889701843261719e+00,4.344938695430755615e-02,1.667067408561706543e-05
1.689999999999999947e+00,4.462244808673858643e-01,1.456038951873779297e+00,4.360008984804153442e-02,3.844127058982849121e-05
1.699999999999999956e+00,4.458128213882446289e-01,1.455476999282836914e+00,4.383198171854019165e-02,2.447888255119323730e-05
1.709999999999999964e+00,4.456548094749450684e-01,1.455501317977905273e+00,4.392249882221221924e-02,4.762038588523864746e-05
1.719999999999999973e+00,4.451452493667602539e-01,1.455369710922241211e+00,4.418341815471649170e-02,-1.931563019752502441e-05
1.729999999999999982e+00,4.448331296443939209e-01,1.455451488494873047e+00,4.505241662263870239e-02,-9.790435433387756348e-05
1.739999999999999991e+00,4.444930553436279297e-01,1.454729318618774414e+00,4.446286708116531372e-02,1.330785453319549561e-04
1.750000000000000000e+00,4.442661702632904053e-01,1.454284667968750000e+00,4.462280124425888062e-02,7.870420813560485840e-05
1.760000000000000009e+00,4.439567029476165771e-01,1.454667329788208008e+00,4.522988200187683105e-02,7.705017924308776855e-05
1.770000000000000018e+00,4.438801109790802002e-01,1.454236984252929688e+00,4.568385332822799683e-02,-4.455819725990295410e-05
1.780000000000000027e+00,4.434572458267211914e-01,1.454020023345947266e+00,4.549057036638259888e-02,1.649670302867889404e-04
1.790000000000000036e+00,4.431084394454956055e-01,1.453709602355957031e+00,4.583762586116790771e-02,3.701075911521911621e-05
1.800000000000000044e+00,4.428077638149261475e-01,1.453080415725708008e+00,4.609113186597824097e-02,2.739839255809783936e-04
1.810000000000000053e+00,4.422765374183654785e-01,1.452874660491943359e+00,4.648660868406295776e-02,1.360587775707244873e-04
1.820000000000000062e+00,4.419904053211212158e-01,1.452837467193603516e+00,4.663693159818649292e-02,-1.052394509315490723e-05
1.830000000000000071e+00,4.417142271995544434e-01,1.452920675277709961e+00,4.723427444696426392e-02,-8.393079042434692383e-06
1.840000000000000080e+00,4.413712024688720703e-01,1.451867818832397461e+00,4.717622697353363037e-02,1.468174159526824951e-04
1.850000000000000089e+00,4.409134387969970703e-01,1.451759099960327148e+00,4.738341271877288818e-02,-5.716457962989807129e-05
1.860000000000000098e+00,4.408102929592132568e-01,1.452250242233276367e+00,4.760340601205825806e-02,1.770965754985809326e-04
1.870000000000000107e+00,4.404356479644775391e-01,1.451345682144165039e+00,4.799115657806396484e-02,2.347342669963836670e-04
1.880000000000000115e+00,4.406345188617706299e-01,1.451309919357299805e+00,4.808647930622100830e-02,1.921020448207855225e-04
1.890000000000000124e+00,4.403595030307769775e-01,1.452131271362304688e+00,4.901291429996490479e-02,-7.066503167152404785e-05
1.900000000000000133e+00,4.398106038570404053e-01,1.451347112655639648e+00,4.855871200561523438e-02,2.087280154228210449e-05
1.910000000000000142e+00,4.396342635154724121e-01,1.451302766799926758e+00,4.939465969800949097e-02,-4.367902874946594238e-05
1.919999999999999929e+00,4.389701187610626221e-01,1.450197458267211914e+00,4.905489087104797363e-02,6.064400076866149902e-05
1.929999999999999938e+00,4.386777579784393311e-01,1.449940919876098633e+00,4.949434846639633179e-02,7.655471563339233398e-06
1.939999999999999947e+00,4.385057687759399414e-01,1.450273036956787109e+00,5.020710825920104980e-02,-5.196407437324523926e-05
1.949999999999999956e+00,4.382916688919067383e-01,1.449719429016113281e+00,4.995065927505493164e-02,1.914612948894500732e-04
1.959999999999999964e+00,4.378742277622222900e-01,1.449756383895874023e+00,5.032596737146377563e-02,8.368119597434997559e-05
1.969999999999999973e+00,4.376351535320281982e-01,1.449302673339843750e+00,5.075735598802566528e-02,-2.788379788398742676e-05
1.979999999999999982e+00,4.371716380119323730e-01,1.448778629302978516e+00,5.044285953044891357e-02,2.946071326732635498e-04
1.989999999999999991e+00,4.370002746582031250e-01,1.448807954788208008e+00,5.092782527208328247e-02,8.360669016838073730e-05
2.000000000000000000e+00,4.365756809711456299e-01,1.448886156082153320e+00,5.108484625816345215e-02,-1.068785786628723145e-05
2.010000000000000231e+00,4.359757900238037109e-01,1.448074340820312500e+00,5.138263106346130371e-02,1.896731555461883545e-04
2.020000000000000018e+00,4.359413385391235352e-01,1.447809934616088867e+00,5.149529874324798584e-02,7.237121462821960449e-05
2.030000000000000249e+00,4.357929229736328125e-01,1.448350429534912109e+00,5.195505172014236450e-02,1.332275569438934326e-04
2.040000000000000036e+00,4.354055523872375488e-01,1.447259664535522461e+00,5.221228301525115967e-02,-1.241751015186309814e-04
2.049999999999999822e+00,4.353435933589935303e-01,1.447695493698120117e+00,5.267763137817382812e-02,-6.889179348945617676e-05
2.060000000000000053e+00,4.348096251487731934e-01,1.446525096893310547e+00,5.257607251405715942e-02,9.398907423019409180e-06
2.069999999999999840e+00,4.344508945941925049e-01,1.447248458862304688e+00,5.285456776618957520e-02,-3.515556454658508301e-05
2.080000000000000071e+00,4.341606199741363525e-01,1.446766614913940430e+00,5.342596024274826050e-02,-1.145936548709869385e-04
2.089999999999999858e+00,4.341474175453186035e-01,1.447152614593505859e+00,5.397021025419235229e-02,-1.258142292499542236e-04
2.100000000000000089e+00,4.337408840656280518e-01,1.445809125900268555e+00,5.360501259565353394e-02,6.462261080741882324e-05
2.109999999999999876e+00,4.335485398769378662e-01,1.445776700973510742e+00,5.379816144704818726e-02,-1.518800854682922363e-05
2.120000000000000107e+00,4.329844117164611816e-01,1.445323467254638672e+00,5.377456545829772949e-02,2.256296575069427490e-04
2.129999999999999893e+00,4.327702224254608154e-01,1.445519208908081055e+00,5.444507300853729248e-02,1.129768788814544678e-04
2.140000000000000124e+00,4.324285686016082764e-01,1.445709466934204102e+00,5.448950082063674927e-02,3.251060843467712402e-05
2.149999999999999911e+00,4.322231113910675049e-01,1.445304393768310547e+00,5.507194995880126953e-02,-5.807355046272277832e-05
2.160000000000000142e+00,4.321040511131286621e-01,1.445372581481933594e+00,5.520724505186080933e-02,-6.454065442085266113e-05
2.169999999999999929e+00,4.316475391387939453e-01,1.444233894348144531e+00,5.533631145954132080e-02,1.069121062755584717e-04
2.180000000000000160e+00,4.312788248062133789e-01,1.444413661956787109e+00,5.573365092277526855e-02,-8.944049477577209473e-05
2.189999999999999947e+00,4.311829507350921631e-01,1.444520473480224609e+00,5.607265979051589966e-02,-3.372505307197570801e-05
2.200000000000000178e+00,4.306104779243469238e-01,1.443420171737670898e+00,5.604134500026702881e-02,4.450604319572448730e-05
2.209999999999999964e+00,4.306098222732543945e-01,1.443855047225952148e+00,5.636169761419296265e-02,1.292638480663299561e-04
2.220000000000000195e+00,4.304207563400268555e-01,1.443876504898071289e+00,5.661369115114212036e-02,2.723559737205505371e-05
2.229999999999999982e+00,4.300652146339416504e-01,1.443519115447998047e+00,5.671589076519012451e-02,2.619251608848571777e-05
2.240000000000000213e+00,4.295525252819061279e-01,1.442927122116088867e+00,5.714340507984161377e-02,8.225068449974060059e-05
2.250000000000000000e+00,4.292197525501251221e-01,1.442823648452758789e+00,5.750895291566848755e-02,-9.762123227119445801e-05
2.260000000000000231e+00,4.288271069526672363e-01,1.442657232284545898e+00,5.760850012302398682e-02,-1.347102224826812744e-04
2.270000000000000018e+00,4.286259114742279053e-01,1.441887140274047852e+00,5.772760510444641113e-02,6.666406989097595215e-05
2.280000000000000249e+00,4.284116029739379883e-01,1.442048549652099609e+00,5.807130038738250732e-02,-1.264400780200958252e-04
