tau,Phenol_65 PINN,cb,Phenyl Acetate_65 PINN,cd
6.800000000000000488e-01,1.509742587804794312e-01,3.432571887969970703e-01,8.194447495043277740e-03,1.052834838628768921e-02
6.900000000000000577e-01,1.508076190948486328e-01,3.430283069610595703e-01,8.156513795256614685e-03,1.074483990669250488e-02
7.000000000000000666e-01,1.505733132362365723e-01,3.427719473838806152e-01,8.371534757316112518e-03,1.089607179164886475e-02
7.099999999999999645e-01,1.502437442541122437e-01,3.425830900669097900e-01,8.642178028821945190e-03,1.084977388381958008e-02
7.199999999999999734e-01,1.501423269510269165e-01,3.425036966800689697e-01,8.734581992030143738e-03,1.106438040733337402e-02
7.299999999999999822e-01,1.500363945960998535e-01,3.422456383705139160e-01,8.597483858466148376e-03,1.126104593276977539e-02
7.399999999999999911e-01,1.498243212699890137e-01,3.422090709209442139e-01,8.915582671761512756e-03,1.135445386171340942e-02
7.500000000000000000e-01,1.495859026908874512e-01,3.418925106525421143e-01,8.786752820014953613e-03,1.150005310773849487e-02
7.600000000000000089e-01,1.492934226989746094e-01,3.416833281517028809e-01,9.140158072113990784e-03,1.157870143651962280e-02
7.700000000000000178e-01,1.491279006004333496e-01,3.415915966033935547e-01,9.222032502293586731e-03,1.170778274536132812e-02
7.800000000000000266e-01,1.491184830665588379e-01,3.412988185882568359e-01,9.134816005825996399e-03,1.198261976242065430e-02
7.900000000000000355e-01,1.487396806478500366e-01,3.412547111511230469e-01,9.505640715360641479e-03,1.198596507310867310e-02
8.000000000000000444e-01,1.485991477966308594e-01,3.408957719802856445e-01,9.568531066179275513e-03,1.226800680160522461e-02
8.100000000000000533e-01,1.484449505805969238e-01,3.407208323478698730e-01,9.525459259748458862e-03,1.246501505374908447e-02
8.200000000000000622e-01,1.482414305210113525e-01,3.405810296535491943e-01,9.668210521340370178e-03,1.268475502729415894e-02
8.300000000000000711e-01,1.479936689138412476e-01,3.403791487216949463e-01,9.881934151053428650e-03,1.273477822542190552e-02
8.399999999999999689e-01,1.478125154972076416e-01,3.403367996215820312e-01,1.011254079639911652e-02,1.274789124727249146e-02
8.499999999999999778e-01,1.475495696067810059e-01,3.402318358421325684e-01,1.016498170793056488e-02,1.289757341146469116e-02
8.599999999999999867e-01,1.474143713712692261e-01,3.400866091251373291e-01,1.009802520275115967e-02,1.306726783514022827e-02
8.699999999999999956e-01,1.472031623125076294e-01,3.397424519062042236e-01,1.016721501946449280e-02,1.322883367538452148e-02
8.800000000000000044e-01,1.471407860517501831e-01,3.396295309066772461e-01,1.056292653083801270e-02,1.347373425960540771e-02
8.900000000000000133e-01,1.467685103416442871e-01,3.393540680408477783e-01,1.069701835513114929e-02,1.345343887805938721e-02
9.000000000000000222e-01,1.465967893600463867e-01,3.391149342060089111e-01,1.084350422024726868e-02,1.355993747711181641e-02
9.100000000000000311e-01,1.464835852384567261e-01,3.391208648681640625e-01,1.087806187570095062e-02,1.378720253705978394e-02
9.200000000000000400e-01,1.462091058492660522e-01,3.388118147850036621e-01,1.111438311636447906e-02,1.390935480594635010e-02
9.300000000000000488e-01,1.460044682025909424e-01,3.384978473186492920e-01,1.118462905287742615e-02,1.411359012126922607e-02
9.400000000000000577e-01,1.459218710660934448e-01,3.385372161865234375e-01,1.133994385600090027e-02,1.435902714729309082e-02
9.500000000000000666e-01,1.457706838846206665e-01,3.384377956390380859e-01,1.148680225014686584e-02,1.443348079919815063e-02
9.599999999999999645e-01,1.457267105579376221e-01,3.383092582225799561e-01,1.153465732932090759e-02,1.447083055973052979e-02
9.699999999999999734e-01,1.454058587551116943e-01,3.381668627262115479e-01,1.159297861158847809e-02,1.458983123302459717e-02
9.799999999999999822e-01,1.450999677181243896e-01,3.378260135650634766e-01,1.198177970945835114e-02,1.470398902893066406e-02
9.899999999999999911e-01,1.450508087873458862e-01,3.377015590667724609e-01,1.196116022765636444e-02,1.501675695180892944e-02
1.000000000000000000e+00,1.448900997638702393e-01,3.376869857311248779e-01,1.207630150020122528e-02,1.523828506469726562e-02
1.010000000000000009e+00,1.447484195232391357e-01,3.374291658401489258e-01,1.223670691251754761e-02,1.521769165992736816e-02
1.020000000000000018e+00,1.446150094270706177e-01,3.374664783477783203e-01,1.237911544740200043e-02,1.540605723857879639e-02
1.030000000000000027e+00,1.441957652568817139e-01,3.368902802467346191e-01,1.245048269629478455e-02,1.544908434152603149e-02
1.040000000000000036e+00,1.443210840225219727e-01,3.372562825679779053e-01,1.265323162078857422e-02,1.573356986045837402e-02
1.050000000000000044e+00,1.438948065042495728e-01,3.365968763828277588e-01,1.269256882369518280e-02,1.572272926568984985e-02
1.060000000000000053e+00,1.438449174165725708e-01,3.365052342414855957e-01,1.298805885016918182e-02,1.590154320001602173e-02
1.070000000000000062e+00,1.437097340822219849e-01,3.365681767463684082e-01,1.304193958640098572e-02,1.625871658325195312e-02
1.080000000000000071e+00,1.436526030302047729e-01,3.363172709941864014e-01,1.320926100015640259e-02,1.628168672323226929e-02
1.090000000000000080e+00,1.434454917907714844e-01,3.361737430095672607e-01,1.325278170406818390e-02,1.646628975868225098e-02
1.100000000000000089e+00,1.432050317525863647e-01,3.360465764999389648e-01,1.334337331354618073e-02,1.657851040363311768e-02
1.110000000000000098e+00,1.430768668651580811e-01,3.358469009399414062e-01,1.372549496591091156e-02,1.672769337892532349e-02
1.120000000000000107e+00,1.430369168519973755e-01,3.358922600746154785e-01,1.363283768296241760e-02,1.702492684125900269e-02
1.130000000000000115e+00,1.426935195922851562e-01,3.356720209121704102e-01,1.362727582454681396e-02,1.714199781417846680e-02
1.140000000000000124e+00,1.426146626472473145e-01,3.354742228984832764e-01,1.397609338164329529e-02,1.723860949277877808e-02
1.150000000000000133e+00,1.423323899507522583e-01,3.352748453617095947e-01,1.420003548264503479e-02,1.735681295394897461e-02
1.159999999999999920e+00,1.422388851642608643e-01,3.351303935050964355e-01,1.416635885834693909e-02,1.745615154504776001e-02
1.169999999999999929e+00,1.419965922832489014e-01,3.350204229354858398e-01,1.431713439524173737e-02,1.754780858755111694e-02
1.179999999999999938e+00,1.417819857597351074e-01,3.348116874694824219e-01,1.441322453320026398e-02,1.786985248327255249e-02
1.189999999999999947e+00,1.417200863361358643e-01,3.348178267478942871e-01,1.453294418752193451e-02,1.797851175069808960e-02
1.199999999999999956e+00,1.415090560913085938e-01,3.344132900238037109e-01,1.454040780663490295e-02,1.818071305751800537e-02
1.209999999999999964e+00,1.413493603467941284e-01,3.342795968055725098e-01,1.484174653887748718e-02,1.826383173465728760e-02
1.219999999999999973e+00,1.412459760904312134e-01,3.341279923915863037e-01,1.494426652789115906e-02,1.847163587808609009e-02
1.229999999999999982e+00,1.411405503749847412e-01,3.340340852737426758e-01,1.504195667803287506e-02,1.858273893594741821e-02
1.239999999999999991e+00,1.408215761184692383e-01,3.338005840778350830e-01,1.533708721399307251e-02,1.866815239191055298e-02
1.250000000000000000e+00,1.405472457408905029e-01,3.336065709590911865e-01,1.518774032592773438e-02,1.878156512975692749e-02
1.260000000000000009e+00,1.406600475311279297e-01,3.338209688663482666e-01,1.547077298164367676e-02,1.896899938583374023e-02
1.270000000000000018e+00,1.402894109487533569e-01,3.330873548984527588e-01,1.558202691376209259e-02,1.912128925323486328e-02
1.280000000000000027e+00,1.401102989912033081e-01,3.333711922168731689e-01,1.568594202399253845e-02,1.912419497966766357e-02
1.290000000000000036e+00,1.398846656084060669e-01,3.331658840179443359e-01,1.573957130312919617e-02,1.931174099445343018e-02
1.300000000000000044e+00,1.399786174297332764e-01,3.331273496150970459e-01,1.588544994592666626e-02,1.959107071161270142e-02
1.310000000000000053e+00,1.397977173328399658e-01,3.327825069427490234e-01,1.602873951196670532e-02,1.983111351728439331e-02
1.320000000000000062e+00,1.397742480039596558e-01,3.328451812267303467e-01,1.628969796001911163e-02,1.986344158649444580e-02
1.330000000000000071e+00,1.395813226699829102e-01,3.327334225177764893e-01,1.640495471656322479e-02,2.021412551403045654e-02
1.340000000000000080e+00,1.392603963613510132e-01,3.325755894184112549e-01,1.647345535457134247e-02,2.031780779361724854e-02
1.350000000000000089e+00,1.390408426523208618e-01,3.323148787021636963e-01,1.653670892119407654e-02,2.031380683183670044e-02
1.360000000000000098e+00,1.389225274324417114e-01,3.318552672863006592e-01,1.644756644964218140e-02,2.066848427057266235e-02
1.370000000000000107e+00,1.387730687856674194e-01,3.319885134696960449e-01,1.682092435657978058e-02,2.050851285457611084e-02
1.380000000000000115e+00,1.386318802833557129e-01,3.316771388053894043e-01,1.700277999043464661e-02,2.088327705860137939e-02
1.390000000000000124e+00,1.386407911777496338e-01,3.318735957145690918e-01,1.707311905920505524e-02,2.107936143875122070e-02
1.400000000000000133e+00,1.383564323186874390e-01,3.314099311828613281e-01,1.725219748914241791e-02,2.104338258504867554e-02
1.409999999999999920e+00,1.380633860826492310e-01,3.313138484954833984e-01,1.748257502913475037e-02,2.105129510164260864e-02
1.419999999999999929e+00,1.379302889108657837e-01,3.315125405788421631e-01,1.772759296000003815e-02,2.143641561269760132e-02
1.429999999999999938e+00,1.378936618566513062e-01,3.311861455440521240e-01,1.736463792622089386e-02,2.158273756504058838e-02
1.439999999999999947e+00,1.376360505819320679e-01,3.311274349689483643e-01,1.781268790364265442e-02,2.146957069635391235e-02
1.449999999999999956e+00,1.374336481094360352e-01,3.308920860290527344e-01,1.783500798046588898e-02,2.188050746917724609e-02
1.459999999999999964e+00,1.374190449714660645e-01,3.310833573341369629e-01,1.818995177745819092e-02,2.199994772672653198e-02
1.469999999999999973e+00,1.373212635517120361e-01,3.307026326656341553e-01,1.816012524068355560e-02,2.235794812440872192e-02
1.479999999999999982e+00,1.369972079992294312e-01,3.304159939289093018e-01,1.823269575834274292e-02,2.231899648904800415e-02
1.489999999999999991e+00,1.370805948972702026e-01,3.305164575576782227e-01,1.826409064233303070e-02,2.254658192396163940e-02
1.500000000000000000e+00,1.368887424468994141e-01,3.305041491985321045e-01,1.868286356329917908e-02,2.258431911468505859e-02
1.510000000000000009e+00,1.366245746612548828e-01,3.300548493862152100e-01,1.856336742639541626e-02,2.288369089365005493e-02
1.520000000000000018e+00,1.364294886589050293e-01,3.301547765731811523e-01,1.904691196978092194e-02,2.278507500886917114e-02
1.530000000000000027e+00,1.363132148981094360e-01,3.295558691024780273e-01,1.901620067656040192e-02,2.318421006202697754e-02
1.540000000000000036e+00,1.361036449670791626e-01,3.297771811485290527e-01,1.929230242967605591e-02,2.327536046504974365e-02
1.550000000000000044e+00,1.362736970186233521e-01,3.297150135040283203e-01,1.932456530630588531e-02,2.346214652061462402e-02
1.560000000000000053e+00,1.357717067003250122e-01,3.294622004032135010e-01,1.927958615124225616e-02,2.342017740011215210e-02
1.570000000000000062e+00,1.358408182859420776e-01,3.296245038509368896e-01,1.956561952829360962e-02,2.362700551748275757e-02
1.580000000000000071e+00,1.354344487190246582e-01,3.292194306850433350e-01,1.970523782074451447e-02,2.372094988822937012e-02
1.590000000000000080e+00,1.356945782899856567e-01,3.291915953159332275e-01,1.979582384228706360e-02,2.422817051410675049e-02
1.600000000000000089e+00,1.353600174188613892e-01,3.291642963886260986e-01,1.991170458495616913e-02,2.404243499040603638e-02
1.610000000000000098e+00,1.351695060729980469e-01,3.288746476173400879e-01,2.005262114107608795e-02,2.429816126823425293e-02
1.620000000000000107e+00,1.351426094770431519e-01,3.289789557456970215e-01,2.029911614954471588e-02,2.448315918445587158e-02
1.630000000000000115e+00,1.347797363996505737e-01,3.288097083568572998e-01,2.034339495003223419e-02,2.447682619094848633e-02
1.640000000000000124e+00,1.346588730812072754e-01,3.285228908061981201e-01,2.073141001164913177e-02,2.462844550609588623e-02
1.650000000000000133e+00,1.345044225454330444e-01,3.285267055034637451e-01,2.060957811772823334e-02,2.474616467952728271e-02
1.660000000000000142e+00,1.344939768314361572e-01,3.285263776779174805e-01,2.069023251533508301e-02,2.506692707538604736e-02
1.669999999999999929e+00,1.341911852359771729e-01,3.283454775810241699e-01,2.093465626239776611e-02,2.500216662883758545e-02
1.679999999999999938e+00,1.342887282371520996e-01,3.281098902225494385e-01,2.115754969418048859e-02,2.536454796791076660e-02
1.689999999999999947e+00,1.340502351522445679e-01,3.281157910823822021e-01,2.106484957039356232e-02,2.535739541053771973e-02
1.699999999999999956e+00,1.338549256324768066e-01,3.276029229164123535e-01,2.107281610369682312e-02,2.576607465744018555e-02
1.709999999999999964e+00,1.339336484670639038e-01,3.278481960296630859e-01,2.144207246601581573e-02,2.588845789432525635e-02
1.719999999999999973e+00,1.335143446922302246e-01,3.276399970054626465e-01,2.147897705435752869e-02,2.588051557540893555e-02
1.729999999999999982e+00,1.335136443376541138e-01,3.273349404335021973e-01,2.170251868665218353e-02,2.598620951175689697e-02
1.739999999999999991e+00,1.333907097578048706e-01,3.274273276329040527e-01,2.184516750276088715e-02,2.625972032546997070e-02
1.750000000000000000e+00,1.329228281974792480e-01,3.270729482173919678e-01,2.182251028716564178e-02,2.628260850906372070e-02
1.760000000000000009e+00,1.330986768007278442e-01,3.273298144340515137e-01,2.211377210915088654e-02,2.646857500076293945e-02
1.770000000000000018e+00,1.329106986522674561e-01,3.268471658229827881e-01,2.211992815136909485e-02,2.659462392330169678e-02
1.780000000000000027e+00,1.325572580099105835e-01,3.268054127693176270e-01,2.238639071583747864e-02,2.676138281822204590e-02
1.790000000000000036e+00,1.324749588966369629e-01,3.268436193466186523e-01,2.219503000378608704e-02,2.692027390003204346e-02
1.800000000000000044e+00,1.325483769178390503e-01,3.266029357910156250e-01,2.240751869976520538e-02,2.709539234638214111e-02
1.810000000000000053e+00,1.322815418243408203e-01,3.264285624027252197e-01,2.270393073558807373e-02,2.727963030338287354e-02
1.820000000000000062e+00,1.323365569114685059e-01,3.266808986663818359e-01,2.278058230876922607e-02,2.757136523723602295e-02
1.830000000000000071e+00,1.322044879198074341e-01,3.265955746173858643e-01,2.307420596480369568e-02,2.749253809452056885e-02
1.840000000000000080e+00,1.320158392190933228e-01,3.264254331588745117e-01,2.311520837247371674e-02,2.763660252094268799e-02
1.850000000000000089e+00,1.317504644393920898e-01,3.259898722171783447e-01,2.303836308419704437e-02,2.790935337543487549e-02
1.860000000000000098e+00,1.317830234766006470e-01,3.260163366794586182e-01,2.308154664933681488e-02,2.823919057846069336e-02
1.870000000000000107e+00,1.314010471105575562e-01,3.260836601257324219e-01,2.357068844139575958e-02,2.795191109180450439e-02
1.880000000000000115e+00,1.312678158283233643e-01,3.255755603313446045e-01,2.356115356087684631e-02,2.815841138362884521e-02
1.890000000000000124e+00,1.312465667724609375e-01,3.255021870136260986e-01,2.380731701850891113e-02,2.837553620338439941e-02
1.900000000000000133e+00,1.310008466243743896e-01,3.255070149898529053e-01,2.393240667879581451e-02,2.847629785537719727e-02
1.910000000000000142e+00,1.308641433715820312e-01,3.254627585411071777e-01,2.427519299089908600e-02,2.844443917274475098e-02
1.919999999999999929e+00,1.308870911598205566e-01,3.252621591091156006e-01,2.430834062397480011e-02,2.873930335044860840e-02
1.929999999999999938e+00,1.307764500379562378e-01,3.250969946384429932e-01,2.453624457120895386e-02,2.887335419654846191e-02
1.939999999999999947e+00,1.305483430624008179e-01,3.251398205757141113e-01,2.424203976988792419e-02,2.909290790557861328e-02
1.949999999999999956e+00,1.303541660308837891e-01,3.245869576930999756e-01,2.462676912546157837e-02,2.921405434608459473e-02
1.959999999999999964e+00,1.302546709775924683e-01,3.248672187328338623e-01,2.464274130761623383e-02,2.953377366065979004e-02
1.969999999999999973e+00,1.302561014890670776e-01,3.247124254703521729e-01,2.500139363110065460e-02,2.956870198249816895e-02
1.979999999999999982e+00,1.300761550664901733e-01,3.247284293174743652e-01,2.489240095019340515e-02,2.978825569152832031e-02
1.989999999999999991e+00,1.299791038036346436e-01,3.244385719299316406e-01,2.513214945793151855e-02,2.994075417518615723e-02
2.000000000000000000e+00,1.297614425420761108e-01,3.243485391139984131e-01,2.527501061558723450e-02,2.992370724678039551e-02
2.010000000000000231e+00,1.297704279422760010e-01,3.243420422077178955e-01,2.520462870597839355e-02,3.034178912639617920e-02
2.020000000000000018e+00,1.294269710779190063e-01,3.241246044635772705e-01,2.517379634082317352e-02,3.047642111778259277e-02
2.030000000000000249e+00,1.294630169868469238e-01,3.241225779056549072e-01,2.545521408319473267e-02,3.058378398418426514e-02
2.040000000000000036e+00,1.289723962545394897e-01,3.237610757350921631e-01,2.575249038636684418e-02,3.054620325565338135e-02
2.049999999999999822e+00,1.289408653974533081e-01,3.235919475555419922e-01,2.600397169589996338e-02,3.062044084072113037e-02
2.060000000000000053e+00,1.289860904216766357e-01,3.235724866390228271e-01,2.612707205116748810e-02,3.080993890762329102e-02
2.069999999999999840e+00,1.287253201007843018e-01,3.237210810184478760e-01,2.607945725321769714e-02,3.101764619350433350e-02
2.080000000000000071e+00,1.284116208553314209e-01,3.235774040222167969e-01,2.632108144462108612e-02,3.095522522926330566e-02
2.089999999999999858e+00,1.284317374229431152e-01,3.232938945293426514e-01,2.625406719744205475e-02,3.129138052463531494e-02
2.100000000000000089e+00,1.284153163433074951e-01,3.233084678649902344e-01,2.653190307319164276e-02,3.136153519153594971e-02
2.109999999999999876e+00,1.283213198184967041e-01,3.232180774211883545e-01,2.658101730048656464e-02,3.155809640884399414e-02
2.120000000000000107e+00,1.284212619066238403e-01,3.229750394821166992e-01,2.688011154532432556e-02,3.177540004253387451e-02
2.129999999999999893e+00,1.278330683708190918e-01,3.227879106998443604e-01,2.678759954869747162e-02,3.177273273468017578e-02
2.140000000000000124e+00,1.276496052742004395e-01,3.226044476032257080e-01,2.734468132257461548e-02,3.181830048561096191e-02
2.149999999999999911e+00,1.276277303695678711e-01,3.227106630802154541e-01,2.732950635254383087e-02,3.193341195583343506e-02
2.160000000000000142e+00,1.275987923145294189e-01,3.226071298122406006e-01,2.731774747371673584e-02,3.224381804466247559e-02
2.169999999999999929e+00,1.273635923862457275e-01,3.221545815467834473e-01,2.756451070308685303e-02,3.238713741302490234e-02
2.180000000000000160e+00,1.273360103368759155e-01,3.220495283603668213e-01,2.732912451028823853e-02,3.257447481155395508e-02
2.189999999999999947e+00,1.273296177387237549e-01,3.221529722213745117e-01,2.757132798433303833e-02,3.273825347423553467e-02
2.200000000000000178e+00,1.270064413547515869e-01,3.219747841358184814e-01,2.811109833419322968e-02,3.274677693843841553e-02
2.209999999999999964e+00,1.268708109855651855e-01,3.219845890998840332e-01,2.794097177684307098e-02,3.290136158466339111e-02
2.220000000000000195e+00,1.268395185470581055e-01,3.219221830368041992e-01,2.806429564952850342e-02,3.299620747566223145e-02
2.229999999999999982e+00,1.268241405487060547e-01,3.217827081680297852e-01,2.838227525353431702e-02,3.318303823471069336e-02
2.240000000000000213e+00,1.265420764684677124e-01,3.215915560722351074e-01,2.850449644029140472e-02,3.334629535675048828e-02
2.250000000000000000e+00,1.264014840126037598e-01,3.212426006793975830e-01,2.859031781554222107e-02,3.337226808071136475e-02
2.260000000000000231e+00,1.262262463569641113e-01,3.216801285743713379e-01,2.858310751616954803e-02,3.349567949771881104e-02
2.270000000000000018e+00,1.261257380247116089e-01,3.213417232036590576e-01,2.888465113937854767e-02,3.352947533130645752e-02
2.280000000000000249e+00,1.258987188339233398e-01,3.211499154567718506e-01,2.895070053637027740e-02,3.369444608688354492e-02
2.290000000000000036e+00,1.258931756019592285e-01,3.208171725273132324e-01,2.882339991629123688e-02,3.386116027832031250e-02
2.300000000000000266e+00,1.255079060792922974e-01,3.207191526889801025e-01,2.914266288280487061e-02,3.385844826698303223e-02
